MatrixSize	GaussSolverSpentTime	GaussSolverIterations	QRSolverSpentTime	QRSolverIterations
1	1.9e-05	4	7e-06	6
2	4e-06	16	8e-06	35
3	4e-06	38	6e-06	105
4	4e-06	72	9e-06	234
5	6e-06	120	1.2e-05	440
6	7e-06	184	1e-05	741
7	7e-06	266	1.3e-05	1155
8	1.2e-05	368	1.8e-05	1700
9	9e-06	492	1.5e-05	2394
10	1.2e-05	640	2e-05	3255
11	1.4e-05	814	2.7e-05	4301
12	1.7e-05	1016	3.3e-05	5550
13	1.5e-05	1248	2.5e-05	7020
14	1.6e-05	1512	3.1e-05	8729
15	1.9e-05	1810	4.2e-05	10695
16	1.9e-05	2144	3.6e-05	12936
17	2.2e-05	2516	4.6e-05	15470
18	2.2e-05	2928	4.7e-05	18315
19	2.4e-05	3382	5.2e-05	21489
20	2.6e-05	3880	5.8e-05	25010
21	3.1e-05	4424	6.4e-05	28896
22	2.9e-05	5016	7e-05	33165
23	3.3e-05	5658	0.000102	37835
24	2.9e-05	6352	4.6e-05	42924
25	2.3e-05	7100	5.1e-05	48450
26	2.3e-05	7904	6e-05	54431
27	2.6e-05	8766	7.8e-05	60885
28	3e-05	9688	9.8e-05	67830
29	4.4e-05	10672	0.000109	75284
30	6.5e-05	11720	0.000139	83265
31	4.4e-05	12834	0.000123	91791
32	5.3e-05	14016	0.00013	100880
33	5.1e-05	15268	0.000139	110550
34	4e-05	16592	0.000138	120819
35	5.8e-05	17990	0.000231	131705
36	5.2e-05	19464	0.000154	143226
37	7.4e-05	21016	0.00016	155400
38	7.9e-05	22648	0.000164	168245
39	6.1e-05	24362	0.00017	181779
40	9e-05	26160	0.000172	196020
41	7.6e-05	28044	0.000196	210986
42	7.4e-05	30016	0.000193	226695
43	7.9e-05	32078	0.000196	243165
44	8.5e-05	34232	0.000218	260414
45	8.4e-05	36480	0.00024	278460
46	0.000101	38824	0.000253	297321
47	0.000149	41266	0.000343	317015
48	0.000122	43808	0.000294	337560
49	0.000131	46452	0.000312	358974
50	0.00013	49200	0.000333	381275
51	0.000166	52054	0.000441	404481
52	0.00017	55016	0.000457	428610
53	0.000183	58088	0.000502	453680
54	0.000243	61272	0.000591	479709
55	0.000191	64570	0.000593	506715
56	0.000248	67984	0.000599	534716
57	0.000193	71516	0.000521	563730
58	0.000191	75168	0.000465	593775
59	0.000161	78942	0.000521	624869
60	0.000211	82840	0.000697	657030
61	0.000259	86864	0.000703	690276
62	0.000202	91016	0.000427	724625
63	0.000183	95298	0.000567	760095
64	0.000191	99712	0.000458	796704
65	0.000164	104260	0.000599	834470
66	0.000204	108944	0.000759	873411
67	0.00035	113766	0.000739	913545
68	0.000178	118728	0.000653	954890
69	0.000183	123832	0.000656	997464
70	0.000191	129080	0.000686	1041285
71	0.000212	134474	0.000734	1086371
72	0.000202	140016	0.000772	1132740
73	0.000212	145708	0.000836	1180410
74	0.000264	151552	0.000784	1229399
75	0.000237	157550	0.000721	1279725
76	0.000277	163704	0.000774	1331406
77	0.000242	170016	0.000865	1384460
78	0.000393	176488	0.000977	1438905
79	0.000349	183122	0.001183	1494759
80	0.000365	189920	0.00121	1552040
81	0.000343	196884	0.001116	1610766
82	0.000317	204016	0.001163	1670955
83	0.000357	211318	0.001206	1732625
84	0.000308	218792	0.001526	1795794
85	0.000534	226440	0.001712	1860480
86	0.000492	234264	0.001472	1926701
87	0.000313	242266	0.001145	1994475
88	0.000329	250448	0.001112	2063820
89	0.000363	258812	0.001536	2134754
90	0.000378	267360	0.001245	2207295
91	0.000387	276094	0.001265	2281461
92	0.000359	285016	0.001309	2357270
93	0.000391	294128	0.001426	2434740
94	0.000402	303432	0.001602	2513889
95	0.000446	312930	0.001779	2594735
96	0.000423	322624	0.001621	2677296
97	0.000435	332516	0.001943	2761590
98	0.000456	342608	0.001555	2847635
99	0.000439	352902	0.001601	2935449
100	0.000434	363400	0.001645	3025050
101	0.000448	374104	0.001735	3116456
102	0.00048	385016	0.002134	3209685
103	0.000648	396138	0.002218	3304755
104	0.000639	407472	0.002358	3401684
105	0.000624	419020	0.00252	3500490
106	0.000769	430784	0.00251	3601191
107	0.000568	442766	0.002833	3703805
108	0.00054	454968	0.002064	3808350
109	0.000517	467392	0.002115	3914844
110	0.000551	480040	0.002845	4023305
111	0.001059	492914	0.004358	4133751
112	0.000967	506016	0.003689	4246200
113	0.000675	519348	0.002665	4360670
114	0.000668	532912	0.002753	4477179
115	0.000727	546710	0.002813	4595745
116	0.000707	560744	0.003632	4716386
117	0.000918	575016	0.003949	4839120
118	0.00117	589528	0.003804	4963965
119	0.000789	604282	0.003589	5090939
120	0.000782	619280	0.00281	5220060
121	0.00076	634524	0.002774	5351346
122	0.000725	650016	0.004158	5484815
123	0.001325	665758	0.004097	5620485
124	0.000978	681752	0.003466	5758374
125	0.000786	698000	0.00312	5898500
126	0.000941	714504	0.003366	6040881
127	0.001009	731266	0.00428	6185535
128	0.001039	748288	0.004426	6332480
129	0.001355	765572	0.004684	6481734
130	0.000914	783120	0.003675	6633315
131	0.001105	800934	0.004231	6787241
132	0.001052	819016	0.00448	6943530
133	0.001235	837368	0.004719	7102200
134	0.001233	855992	0.006034	7263269
135	0.001078	874890	0.004181	7426755
136	0.00095	894064	0.004925	7592676
137	0.001012	913516	0.004306	7761050
138	0.001126	933248	0.005034	7931895
139	0.001201	953262	0.004819	8105229
140	0.001091	973560	0.006113	8281070
141	0.002632	994144	0.006495	8459436
142	0.001761	1015016	0.004852	8640345
143	0.001285	1036178	0.005795	8823815
144	0.001565	1057632	0.005866	9009864
145	0.001131	1079380	0.004979	9198510
146	0.001187	1101424	0.005842	9389771
147	0.001765	1123766	0.006872	9583665
148	0.001546	1146408	0.006152	9780210
149	0.001429	1169352	0.006543	9979424
150	0.001399	1192600	0.005595	10181325
151	0.001724	1216154	0.007156	10385931
152	0.001625	1240016	0.007571	10593260
153	0.001627	1264188	0.005833	10803330
154	0.001577	1288672	0.006471	11016159
155	0.002269	1313470	0.008	11231765
156	0.001633	1338584	0.006854	11450166
157	0.001759	1364016	0.008895	11671380
158	0.001907	1389768	0.006655	11895425
159	0.001761	1415842	0.007123	12122319
160	0.001771	1442240	0.007092	12352080
161	0.001716	1468964	0.010198	12584726
162	0.002307	1496016	0.009163	12820275
163	0.001658	1523398	0.007602	13058745
164	0.00185	1551112	0.009651	13300154
165	0.002184	1579160	0.009764	13544520
166	0.001866	1607544	0.01185	13791861
167	0.002269	1636266	0.008566	14042195
168	0.001675	1665328	0.008156	14295540
169	0.002129	1694732	0.009677	14551914
170	0.002192	1724480	0.010415	14811335
171	0.002252	1754574	0.010394	15073821
172	0.002286	1785016	0.009043	15339390
173	0.001916	1815808	0.008589	15608060
174	0.002985	1846952	0.009455	15879849
175	0.001893	1878450	0.009618	16154775
176	0.002481	1910304	0.011986	16432856
177	0.001993	1942516	0.009616	16714110
178	0.002454	1975088	0.011521	16998555
179	0.002763	2008022	0.012452	17286209
180	0.003168	2041320	0.010654	17577090
181	0.002631	2074984	0.012359	17871216
182	0.002851	2109016	0.011407	18168605
183	0.002414	2143418	0.01269	18469275
184	0.003135	2178192	0.012736	18773244
185	0.003255	2213340	0.012335	19080530
186	0.002274	2248864	0.012778	19391151
187	0.003093	2284766	0.013049	19705125
188	0.002289	2321048	0.012919	20022470
189	0.003207	2357712	0.013118	20343204
190	0.003039	2394760	0.014254	20667345
191	0.00243	2432194	0.018301	20994911
192	0.003331	2470016	0.013714	21325920
193	0.004029	2508228	0.012198	21660390
194	0.002584	2546832	0.01336	21998339
195	0.002607	2585830	0.016762	22339785
196	0.003049	2625224	0.012809	22684746
197	0.003435	2665016	0.014376	23033240
198	0.003519	2705208	0.017662	23385285
199	0.003336	2745802	0.015932	23740899
200	0.004437	2786800	0.016704	24100100
201	0.004295	2828204	0.013695	24462906
202	0.004169	2870016	0.016079	24829335
203	0.003086	2912238	0.018763	25199405
204	0.004531	2954872	0.015303	25573134
205	0.003758	2997920	0.019887	25950540
206	0.003707	3041384	0.016599	26331641
207	0.004607	3085266	0.016425	26716455
208	0.003262	3129568	0.019636	27105000
209	0.004233	3174292	0.019579	27497294
210	0.003253	3219440	0.020206	27893355
211	0.003549	3265014	0.019864	28293201
212	0.003322	3311016	0.019683	28696850
213	0.003387	3357448	0.018779	29104320
214	0.004415	3404312	0.018489	29515629
215	0.003701	3451610	0.018137	29930795
216	0.004521	3499344	0.017922	30349836
217	0.003602	3547516	0.022741	30772770
218	0.004791	3596128	0.020236	31199615
219	0.006975	3645182	0.021608	31630389
220	0.005534	3694680	0.023398	32065110
221	0.003896	3744624	0.021314	32503796
222	0.005006	3795016	0.022306	32946465
223	0.003787	3845858	0.019887	33393135
224	0.005396	3897152	0.01922	33843824
225	0.003891	3948900	0.020652	34298550
226	0.005348	4001104	0.02127	34757331
227	0.004092	4053766	0.023561	35220185
228	0.005738	4106888	0.019986	35687130
229	0.004257	4160472	0.022283	36158184
230	0.005597	4214520	0.029665	36633365
231	0.00541	4269034	0.024492	37112691
232	0.00485	4324016	0.024991	37596180
233	0.006436	4379468	0.021013	38083850
234	0.004395	4435392	0.024785	38575719
235	0.004764	4491790	0.021835	39071805
236	0.004469	4548664	0.024607	39572126
237	0.00557	4606016	0.022428	40076700
238	0.00485	4663848	0.028872	40585545
239	0.006164	4722162	0.024795	41098679
240	0.005557	4780960	0.026866	41616120
241	0.005682	4840244	0.026572	42137886
242	0.006536	4900016	0.027339	42663995
243	0.004936	4960278	0.028068	43194465
244	0.006398	5021032	0.026504	43729314
245	0.005263	5082280	0.028141	44268560
246	0.007163	5144024	0.02422	44812221
247	0.006246	5206266	0.032097	45360315
248	0.006664	5269008	0.028121	45912860
249	0.006645	5332252	0.029094	46469874
250	0.006017	5396000	0.030029	47031375
251	0.005712	5460254	0.03022	47597381
252	0.006523	5525016	0.032723	48167910
253	0.006934	5590288	0.032712	48742980
254	0.006193	5656072	0.031549	49322609
255	0.005576	5722370	0.026808	49906815
256	0.007109	5789184	0.035207	50495616
257	0.006438	5856516	0.031358	51089030
258	0.007871	5924368	0.036258	51687075
259	0.005907	5992742	0.03741	52289769
260	0.006364	6061640	0.040976	52897130
261	0.008373	6131064	0.030952	53509176
262	0.006527	6201016	0.039011	54125925
263	0.0084	6271498	0.033389	54747395
264	0.008015	6342512	0.034998	55373604
265	0.007205	6414060	0.033805	56004570
266	0.007521	6486144	0.039853	56640311
267	0.008782	6558766	0.035863	57280845
268	0.008929	6631928	0.033382	57926190
269	0.007942	6705632	0.03461	58576364
270	0.007513	6779880	0.040987	59231385
271	0.008842	6854674	0.043751	59891271
272	0.009184	6930016	0.040737	60556040
273	0.008705	7005908	0.040357	61225710
274	0.010363	7082352	0.038829	61900299
275	0.009629	7159350	0.045021	62579825
276	0.009374	7236904	0.035156	63264306
277	0.00905	7315016	0.038766	63953760
278	0.010168	7393688	0.043357	64648205
279	0.009358	7472922	0.040867	65347659
280	0.009612	7552720	0.042465	66052140
281	0.009362	7633084	0.049196	66761666
282	0.008708	7714016	0.036679	67476255
283	0.009355	7795518	0.043653	68195925
284	0.009784	7877592	0.037252	68920694
285	0.010308	7960240	0.046572	69650580
286	0.01134	8043464	0.045835	70385601
287	0.009939	8127266	0.052129	71125775
288	0.009604	8211648	0.045334	71871120
289	0.008983	8296612	0.039263	72621654
290	0.011071	8382160	0.049622	73377395
291	0.009389	8468294	0.044939	74138361
292	0.009566	8555016	0.049012	74904570
293	0.01055	8642328	0.055122	75676040
294	0.008379	8730232	0.050369	76452789
295	0.008998	8818730	0.052168	77234835
296	0.012829	8907824	0.047223	78022196
297	0.009658	8997516	0.045519	78814890
298	0.013431	9087808	0.05479	79612935
299	0.008732	9178702	0.052565	80416349
300	0.009561	9270200	0.052719	81225150
301	0.010127	9362304	0.053457	82039356
302	0.012264	9455016	0.051256	82858985
303	0.010727	9548338	0.055196	83684055
304	0.009321	9642272	0.052145	84514584
305	0.012027	9736820	0.054449	85350590
306	0.012246	9831984	0.053372	86192091
307	0.01114	9927766	0.055635	87039105
308	0.009615	10024168	0.050238	87891650
309	0.009615	10121192	0.06011	88749744
310	0.013983	10218840	0.063842	89613405
311	0.011262	10317114	0.059026	90482651
312	0.012778	10416016	0.053512	91357500
313	0.01011	10515548	0.054841	92237970
314	0.012017	10615712	0.060945	93124079
315	0.010155	10716510	0.058128	94015845
316	0.010329	10817944	0.055969	94913286
317	0.015717	10920016	0.060711	95816420
318	0.010831	11022728	0.062158	96725265
319	0.010553	11126082	0.062273	97639839
320	0.010754	11230080	0.064461	98560160
321	0.012121	11334724	0.065305	99486246
322	0.01394	11440016	0.06256	100418115
323	0.015093	11545958	0.067355	101355785
324	0.011409	11652552	0.06469	102299274
325	0.011357	11759800	0.065955	103248600
326	0.013657	11867704	0.070334	104203781
327	0.015082	11976266	0.060861	105164835
328	0.011753	12085488	0.066683	106131780
329	0.019461	12195372	0.067229	107104634
330	0.014357	12305920	0.067086	108083415
331	0.012261	12417134	0.069063	109068141
332	0.014819	12529016	0.066977	110058830
333	0.019144	12641568	0.06604	111055500
334	0.012246	12754792	0.072556	112058169
335	0.013142	12868690	0.068961	113066855
336	0.0144	12983264	0.06717	114081576
337	0.016945	13098516	0.067427	115102350
338	0.012654	13214448	0.066536	116129195
339	0.015892	13331062	0.072741	117162129
340	0.018541	13448360	0.072221	118201170
341	0.013045	13566344	0.072503	119246336
342	0.013396	13685016	0.074259	120297645
343	0.018537	13804378	0.076614	121355115
344	0.014763	13924432	0.072252	122418764
345	0.014805	14045180	0.069517	123488610
346	0.01347	14166624	0.074007	124564671
