MatrixSize	GaussSolverSpentTime	GaussSolverIterations	QRSolverSpentTime	QRSolverIterations
795	0.253894	169383230	0.999366	1006500210
796	0.211423	170020824	0.880713	1010301110
797	0.215447	170660016	0.904108	1014111567
798	0.208693	171300808	0.95446	1017931593
799	0.249425	171943202	0.991473	1021761200
800	0.220603	172587200	0.88658	1025600400
801	0.204837	173232804	0.910683	1029449205
802	0.227033	173880016	0.892065	1033307627
803	0.207179	174528838	0.857037	1037175678
804	0.212573	175179272	0.900538	1041053370
805	0.215877	175831320	0.912891	1044940715
806	0.213572	176484984	0.951113	1048837725
807	0.205529	177140266	0.887946	1052744412
808	0.250652	177797168	1.00784	1056660788
809	0.307262	178455692	1.05084	1060586865
810	0.23817	179115840	0.949322	1064522655
811	0.204338	179777614	1.11532	1068468170
812	0.297812	180441016	0.915919	1072423422
813	0.214139	181106048	0.955773	1076388423
814	0.204797	181772712	0.914857	1080363185
815	0.213215	182441010	0.931561	1084347720
816	0.220494	183110944	0.96995	1088342040
817	0.223047	183782516	1.12092	1092346157
818	0.248209	184455728	1.11902	1096360083
819	0.240546	185130582	0.962094	1100383830
820	0.218965	185807080	0.92611	1104417410
821	0.215089	186485224	0.950809	1108460835
822	0.229357	187165016	0.977543	1112514117
823	0.224867	187846458	0.992712	1116577268
824	0.228301	188529552	1.03601	1120650300
825	0.269539	189214300	1.11114	1124733225
826	0.285614	189900704	1.15433	1128826055
827	0.255665	190588766	1.00702	1132928802
828	0.231971	191278488	1.04975	1137041478
829	0.313744	191969872	1.17676	1141164095
830	0.272841	192662920	1.05689	1145296665
831	0.232828	193357634	1.01601	1149439200
832	0.234711	194054016	1.0398	1153591712
833	0.239325	194752068	1.05865	1157754213
834	0.333482	195451792	1.14024	1161926715
835	0.247841	196153190	1.06032	1166109230
836	0.226439	196856264	1.01798	1170301770
837	0.255364	197561016	1.1874	1174504347
838	0.255368	198267448	1.05187	1178716973
839	0.238613	198975562	1.07534	1182939660
840	0.253802	199685360	1.02563	1187172420
841	0.2347	200396844	1.03938	1191415265
842	0.24121	201110016	1.08537	1195668207
843	0.236822	201824878	1.05676	1199931258
844	0.266767	202541432	1.05153	1204204430
845	0.254273	203259680	1.04453	1208487735
846	0.244591	203979624	1.05264	1212781185
847	0.254184	204701266	1.11889	1217084792
848	0.246749	205424608	1.06821	1221398568
849	0.244674	206149652	1.09503	1225722525
850	0.249801	206876400	1.10134	1230056675
851	0.258267	207604854	1.30969	1234401030
852	0.31887	208335016	1.3636	1238755602
853	0.322132	209066888	1.2555	1243120403
854	0.281365	209800472	1.12874	1247495445
855	0.266049	210535770	1.16407	1251880740
856	0.262662	211272784	1.21033	1256276300
857	0.310069	212011516	1.15334	1260682137
858	0.265551	212751968	1.09232	1265098263
859	0.256895	213494142	1.14519	1269524690
860	0.2706	214238040	1.15342	1273961430
861	0.288222	214983664	1.10701	1278408495
862	0.278613	215731016	1.15736	1282865897
863	0.264463	216480098	1.11739	1287333648
864	0.267892	217230912	1.15351	1291811760
865	0.274434	217983460	1.14909	1296300245
866	0.272918	218737744	1.16276	1300799115
867	0.273917	219493766	1.17245	1305308382
868	0.281581	220251528	1.1959	1309828058
869	0.271862	221011032	1.19575	1314358155
870	0.270568	221772280	1.18041	1318898685
871	0.258742	222535274	1.16599	1323449660
872	0.279891	223300016	1.19602	1328011092
873	0.273366	224066508	1.2187	1332582993
874	0.279211	224834752	1.15416	1337165375
875	0.289045	225604750	1.18725	1341758250
876	0.279756	226376504	1.19815	1346361630
877	0.283413	227150016	1.21864	1350975527
878	0.276463	227925288	1.18008	1355599953
879	0.277574	228702322	1.21359	1360234920
880	0.288953	229481120	1.19778	1364880440
881	0.279586	230261684	1.17944	1369536525
882	0.269559	231044016	1.21672	1374203187
883	0.268586	231828118	1.21155	1378880438
884	0.27705	232613992	1.17348	1383568290
885	0.276656	233401640	1.21591	1388266755
886	0.270944	234191064	1.28194	1392975845
887	0.282075	234982266	1.19847	1397695572
888	0.282934	235775248	1.24018	1402425948
889	0.273377	236570012	1.20911	1407166985
890	0.278628	237366560	1.25313	1411918695
891	0.313576	238164894	1.3143	1416681090
892	0.308709	238965016	1.30125	1421454182
893	0.287075	239766928	1.33899	1426237983
894	0.288961	240570632	1.28276	1431032505
895	0.287738	241376130	1.27812	1435837760
896	0.305384	242183424	1.40191	1440653760
897	0.423677	242992516	1.41882	1445480517
898	0.326224	243803408	1.33079	1450318043
899	0.32205	244616102	1.34884	1455166350
900	0.2985	245430600	1.5067	1460025450
901	0.469659	246246904	1.52912	1464895355
902	0.431188	247065016	1.44838	1469776077
903	0.314185	247884938	1.33652	1474667628
904	0.34181	248706672	1.41026	1479570020
905	0.450189	249530220	1.61436	1484483265
906	0.331794	250355584	1.34836	1489407375
907	0.330577	251182766	1.42924	1494342362
908	0.327988	252011768	1.46915	1499288238
909	0.341645	252842592	1.60431	1504245015
910	0.385211	253675240	1.39778	1509212705
911	0.315408	254509714	1.37618	1514191320
912	0.327613	255346016	1.3595	1519180872
913	0.319689	256184148	1.34279	1524181373
914	0.346648	257024112	1.39843	1529192835
915	0.324358	257865910	1.40808	1534215270
916	0.340773	258709544	1.44538	1539248690
917	0.37057	259555016	1.37429	1544293107
918	0.383413	260402328	1.63522	1549348533
919	0.374345	261251482	1.41774	1554414980
920	0.308334	262102480	1.41947	1559492460
921	0.35388	262955324	1.41528	1564580985
922	0.335004	263810016	1.45031	1569680567
923	0.333305	264666558	1.4308	1574791218
924	0.33804	265524952	1.40891	1579912950
925	0.338752	266385200	1.42934	1585045775
926	0.344665	267247304	1.46475	1590189705
927	0.337831	268111266	1.44479	1595344752
928	0.330082	268977088	1.44947	1600510928
929	0.348011	269844772	1.51734	1605688245
930	0.502974	270714320	1.63251	1610876715
931	0.349453	271585734	1.46157	1616076350
932	0.351	272459016	1.47193	1621287162
933	0.359595	273334168	1.60137	1626509163
934	0.389503	274211192	1.57525	1631742365
935	0.424781	275090090	1.61065	1636986780
936	0.341368	275970864	1.69988	1642242420
937	0.360708	276853516	1.74869	1647509297
938	0.357453	277738048	1.67581	1652787423
939	0.365311	278624462	1.743	1658076810
940	0.399445	279512760	1.64282	1663377470
941	0.446014	280402944	1.66521	1668689415
942	0.364476	281295016	1.80918	1674012657
943	0.458338	282188978	1.6358	1679347208
944	0.344316	283084832	1.51119	1684693080
945	0.35779	283982580	1.66859	1690050285
946	0.377265	284882224	1.58901	1695418835
947	0.356754	285783766	1.54615	1700798742
948	0.357448	286687208	1.59671	1706190018
949	0.360675	287592552	1.54103	1711592675
950	0.372869	288499800	1.54652	1717006725
951	0.372659	289408954	1.61053	1722432180
952	0.473608	290320016	1.67515	1727869052
953	0.464933	291232988	1.77416	1733317353
954	0.373626	292147872	1.59508	1738777095
955	0.383548	293064670	1.56396	1744248290
956	0.366837	293983384	1.69135	1749730950
957	0.373967	294904016	1.84612	1755225087
958	0.388971	295826568	2.06564	1760730713
959	0.425437	296751042	2.02288	1766247840
960	0.399355	297677440	1.71099	1771776480
961	0.504987	298605764	1.89153	1777316645
962	0.402537	299536016	1.79996	1782868347
963	0.47802	300468198	1.8832	1788431598
964	0.485319	301402312	1.80422	1794006410
965	0.506947	302338360	1.8409	1799592795
966	0.469033	303276344	1.85131	1805190765
967	0.410693	304216266	1.71808	1810800332
968	0.403169	305158128	1.69317	1816421508
969	0.406196	306101932	1.74085	1822054305
970	0.412813	307047680	1.72086	1827698735
971	0.429465	307995374	1.65609	1833354810
972	0.487752	308945016	1.83922	1839022542
973	0.423036	309896608	1.85118	1844701943
974	0.401177	310850152	1.6688	1850393025
975	0.391793	311805650	1.67791	1856095800
976	0.414756	312763104	1.71032	1861810280
977	0.428823	313722516	1.72528	1867536477
978	0.415354	314683888	1.71611	1873274403
979	0.39462	315647222	1.70422	1879024070
980	0.401918	316612520	1.78697	1884785490
981	0.419323	317579784	1.7067	1890558675
982	0.420285	318549016	1.72912	1896343637
983	0.427974	319520218	1.77006	1902140388
984	0.401819	320493392	1.75259	1907948940
985	0.40946	321468540	1.78318	1913769305
986	0.417893	322445664	1.77371	1919601495
987	0.396109	323424766	1.83237	1925445522
988	0.435104	324405848	1.74944	1931301398
989	0.424988	325388912	1.75787	1937169135
990	0.414556	326373960	1.80187	1943048745
991	0.422317	327360994	1.78705	1948940240
992	0.42876	328350016	1.79772	1954843632
993	0.411311	329341028	1.77216	1960758933
994	0.417328	330334032	1.79474	1966686155
995	0.437014	331329030	1.77193	1972625310
996	0.451631	332326024	1.8843	1978576410
997	0.484073	333325016	2.03378	1984539467
998	0.447593	334326008	1.83596	1990514493
999	0.45645	335329002	1.93203	1996501500
1000	0.443438	336334000	1.85836	2002500500
